6,16,k
43,34,k
19,38,k
20,21,k
20,46,k
23,29,k
22,43,k
4,12,k
10,21,k
3,1,k
23,5,k
40,8,k
33,35,k
15,17,k
31,22,k
23,41,k
36,8,k
10,10,k
0,22,k
14,2,k
22,30,k
33,23,k
2,15,k
11,42,k
40,5,k
40,4,k
8,8,k
13,25,k
20,28,k
35,46,k
44,24,k
29,34,k
34,20,k
1,5,k
28,17,k
4,3,k
30,11,k
45,4,k
34,21,k
12,29,k
2,35,k
20,3,k
18,1,k
34,6,k
7,33,k
33,22,k
23,4,k
13,10,k
4,29,k
24,2,k
44,13,k
28,31,k
38,43,k
11,14,k
48,14,k
26,1,k
26,6,k
18,8,k
1,40,k
42,23,k
13,20,k
46,13,k
38,15,k
3,12,k
9,43,k
1,25,k
6,35,k
1,47,k
35,38,k
6,28,k
11,16,k
17,3,k
46,49,k
29,7,k
27,6,k
21,47,k
28,23,k
41,14,k
43,31,k
25,4,k
43,3,k
35,15,k
14,11,k
9,40,k
2,1,k
34,30,k
3,27,k
37,2,k
12,17,k
36,19,k
43,27,k
19,0,k
8,49,k
9,10,k
43,14,k
48,8,k
49,17,k
37,11,k
15,39,k
41,25,k
39,18,k
4,25,k
1,28,k
43,13,k
17,2,k
0,18,k
29,33,k
5,23,k
0,26,k
19,26,k
45,32,k
21,12,k
47,45,k
3,7,k
7,13,k
25,39,k
39,6,k
10,31,k
1,20,k
19,1,k
38,11,k
15,33,k
17,11,k
16,26,k
40,28,k
8,23,k
44,36,k
5,4,k
6,48,k
4,28,k
21,7,k
32,15,k
21,46,k
21,37,k
6,1,k
20,10,k
32,9,k
13,32,k
36,33,k
25,44,k
10,2,k
39,33,k
11,13,k
15,46,k
12,43,k
23,9,k
11,44,k
10,45,k
11,29,k
39,27,k
17,14,k
25,17,k
3,45,k
42,33,k
48,43,k
8,19,k
11,47,k
13,33,k
11,7,k
1,18,k
34,28,k
40,38,k
10,23,k
42,46,k
30,23,k
42,29,k
38,47,k
27,10,k
9,32,k
46,37,k
33,5,k
26,26,k
9,46,k
16,7,k
29,19,k
31,1,k
1,13,k
15,3,k
17,31,k
29,43,k
28,39,k
24,5,k
45,34,k
8,47,k
48,2,k
47,36,k
9,25,k
7,11,k
48,21,k
5,16,k
39,46,k
47,11,k
45,42,k
12,22,k
6,3,k
3,0,k
41,1,k
22,16,k
28,16,k
38,30,k
25,37,k
10,49,k
44,12,k
24,31,k
0,40,k
6,23,k
39,47,k
16,38,k
9,13,k
23,40,k
14,40,k
27,1,k
6,43,k
34,1,k
14,44,k
30,21,k
31,26,k
47,4,k
7,0,k
38,31,k
1,23,k
26,37,k
47,46,k
0,49,k
19,39,k
23,49,k
30,39,k
48,39,k
18,28,k
47,25,k
29,23,k
21,10,k
21,21,k
33,1,k
27,36,k
10,32,k
28,27,k
40,40,k
38,38,k
1,11,k
42,22,k
10,39,k
48,36,k
38,37,k
20,40,k
23,35,k
14,0,k
9,8,k
1,24,k
28,40,k
6,7,k
45,48,k
48,28,k
41,47,k
43,9,k
29,11,k
43,49,k
35,5,k
12,18,k
22,23,k
19,24,k
8,36,k
42,31,k
25,27,k
40,33,k
0,6,k
42,12,k
49,16,k
35,18,k
39,22,k
29,27,k
39,43,k
23,16,k
22,29,k
8,30,k
3,11,k
13,22,k
13,2,k
0,29,k
30,38,k
14,17,k
37,44,k
30,2,k
2,28,k
22,21,k
5,31,k
18,4,k
9,18,k
0,12,k
40,17,k
29,22,k
9,5,k
23,0,k
47,10,k
19,27,k
23,18,k
41,28,k
37,38,k
43,20,k
46,18,k
38,1,k
27,20,k
22,6,k
38,12,k
44,26,k
41,24,k
8,29,k
8,7,k
46,12,k
24,28,k
26,21,k
0,27,k
26,23,k
29,4,k
26,17,k
14,22,k
2,27,k
33,19,k
2,31,k
40,47,k
14,26,k
28,47,k
16,43,k
1,32,k
7,25,k
34,45,k
15,27,k
30,7,k
1,17,k
8,22,k
46,24,k
4,40,k
49,45,k
22,2,k
13,11,k
35,48,k
31,21,k
25,32,k
5,20,k
30,0,k
15,47,k
12,41,k
46,36,k
47,43,k
22,10,k
6,15,k
20,27,k
42,25,k
6,27,k
9,41,k
30,19,k
17,13,k
16,39,k
14,9,k
29,6,k
46,11,k
10,30,k
9,15,k
0,2,k
29,45,k
3,30,k
25,21,k
13,37,k
9,16,k
35,0,k
47,35,k
9,14,k
39,20,k
42,10,k
29,12,k
36,31,k
24,8,k
42,30,k
7,19,k
39,12,k
9,45,k
12,3,k
2,19,k
38,39,k
49,2,k
2,40,k
41,22,k
0,41,k
31,11,k
7,48,k
22,9,k
25,0,k
11,20,k
33,16,k
31,25,k
30,47,k
39,28,k
4,13,k
20,17,k
4,44,k
42,49,k
15,31,k
23,14,k
25,30,k
44,27,k
4,1,k
26,13,k
49,19,k
4,19,k
32,8,k
20,12,k
0,16,k
42,1,k
37,24,k
27,0,k
28,11,k
30,27,k
21,29,k
29,14,k
33,18,k
27,32,k
7,15,k
22,22,k
1,0,k
1,14,k
4,47,k
45,46,k
39,11,k
24,47,k
42,37,k
28,9,k
18,34,k
27,12,k
15,23,k
9,30,k
30,46,k
2,4,k
12,19,k
29,28,k
3,5,k
3,33,k
45,24,k
38,28,k
16,18,k
31,46,k
5,1,k
19,8,k
9,11,k
6,31,k
44,5,k
3,17,k
46,8,k
7,40,k
20,44,k
19,35,k
9,39,k
32,29,k
17,0,k
27,17,k
34,5,k
15,0,k
5,34,k
45,7,k
7,6,k
0,14,k
13,38,k
24,17,k
27,23,k
26,12,k
42,42,k
45,43,k
30,14,k
15,42,k
41,2,k
21,42,k
3,44,k
16,33,k
37,12,k
36,24,k
26,2,k
40,24,k
9,19,k
6,17,k
8,42,k
47,49,k
43,37,k
1,26,k
28,25,k
34,43,k
48,23,k
44,9,k
23,11,k
49,46,k
22,15,k
17,12,k
26,39,k
27,9,k
23,37,k
49,31,k
15,32,k
26,7,k
29,42,k
14,35,k
35,20,k
18,11,k
31,7,k
28,30,k
45,49,k
46,28,k
14,8,k
5,40,k
38,6,k
8,27,k
47,26,k
38,36,k
36,42,k
10,25,k
20,39,k
14,49,k
16,6,k
41,36,k
49,10,k
33,40,k
46,6,k
40,9,k
8,11,k
3,15,k
32,16,k
34,27,k
29,20,k
41,10,k
42,3,k
25,13,k
43,2,k
40,0,k
27,48,k
0,7,k
48,45,k
25,7,k
42,4,k
21,4,k
19,3,k
1,10,k
20,14,k
26,25,k
28,29,k
16,11,k
9,44,k
12,5,k
39,34,k
47,39,k
29,13,k
31,2,k
20,24,k
9,2,m
31,33,y
